"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"OTU_16621","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","unclassified","unclassified","unclassified"
"OTU_3594","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","unclassified","unclassified"
"OTU_3355","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","unclassified","unclassified"
"OTU_7130","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","unclassified","unclassified"
"OTU_2392","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","unclassified","unclassified"
"OTU_8935","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","unclassified","unclassified"
"OTU_29165","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","unclassified","unclassified"
"OTU_8393","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","unclassified","unclassified"
"OTU_4612","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","unclassified","unclassified","unclassified"
"OTU_12791","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","unclassified","unclassified","unclassified"
"OTU_12894","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","unclassified","unclassified","unclassified"
"OTU_5652","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","unclassified","unclassified","unclassified"
"OTU_3903","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","unclassified","unclassified","unclassified"
"OTU_11884","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","unclassified","unclassified","unclassified"
"OTU_8509","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","unclassified","unclassified","unclassified"
"OTU_10475","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","unclassified","unclassified","unclassified"
"OTU_3505","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","unclassified","unclassified","unclassified"
"OTU_9936","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","unclassified","unclassified","unclassified"
"OTU_4673","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","unclassified","unclassified","unclassified"
"OTU_12296","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Nannocystaceae","Nannocystis","exedens"
"OTU_13195","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Nannocystaceae","Nannocystis","exedens"
"OTU_3554","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Nannocystaceae","Nannocystis","exedens"
"OTU_4328","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Nannocystaceae","Nannocystis","unclassified"
"OTU_7698","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","unclassified","unclassified"
"OTU_8244","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","unclassified","unclassified","unclassified"
"OTU_17368","Bacteria","Proteobacteria","Deltaproteobacteria","unclassified","unclassified","unclassified","unclassified"
"OTU_3922","Bacteria","Proteobacteria","Deltaproteobacteria","unclassified","unclassified","unclassified","unclassified"
"OTU_5176","Bacteria","Proteobacteria","Deltaproteobacteria","unclassified","unclassified","unclassified","unclassified"
"OTU_1633","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Desulfuromonadaceae","unclassified","unclassified"
"OTU_1497","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Geobacteraceae","Geobacter","unclassified"
"OTU_4175","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Geobacteraceae","Geobacter","unclassified"
"OTU_18424","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Geobacteraceae","Geobacter","unclassified"
"OTU_14392","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Geobacteraceae","Geobacter","lovleyi"
"OTU_13541","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Geobacteraceae","Geobacter","lovleyi"
"OTU_13704","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Geobacteraceae","Geobacter","lovleyi"
"OTU_4701","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Geobacteraceae","Geobacter","unclassified"
"OTU_14357","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Geobacteraceae","Geobacter","unclassified"
"OTU_35476","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Geobacteraceae","Geobacter","unclassified"
"OTU_5184","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Geobacteraceae","Geobacter","unclassified"
"OTU_22149","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","unclassified","unclassified","unclassified"
"OTU_8755","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","unclassified","unclassified","unclassified"
"OTU_9308","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","unclassified","unclassified","unclassified"
"OTU_12623","Bacteria","Proteobacteria","unclassified","unclassified","unclassified","unclassified","unclassified"
"OTU_17912","Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"OTU_16573","Bacteria","Proteobacteria","unclassified","unclassified","unclassified","unclassified","unclassified"
"OTU_6493","Bacteria","Proteobacteria","Deltaproteobacteria","unclassified","unclassified","unclassified","unclassified"
"OTU_6094","Bacteria","Proteobacteria","Deltaproteobacteria","NKB15","unclassified","unclassified","unclassified"
"OTU_8719","Bacteria","Proteobacteria","Deltaproteobacteria","NKB15","unclassified","unclassified","unclassified"
"OTU_9709","Bacteria","Proteobacteria","Deltaproteobacteria","NKB15","unclassified","unclassified","unclassified"
"OTU_27645","Bacteria","Proteobacteria","Deltaproteobacteria","NKB15","unclassified","unclassified","unclassified"
"OTU_15651","Bacteria","Proteobacteria","Deltaproteobacteria","NKB15","unclassified","unclassified","unclassified"
"OTU_2588","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","OM27","unclassified","unclassified"
"OTU_14028","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","OM27","unclassified","unclassified"
"OTU_3513","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","OM27","unclassified","unclassified"
"OTU_2663","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","OM27","unclassified","unclassified"
"OTU_1681","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","OM27","unclassified","unclassified"
"OTU_3005","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","OM27","unclassified","unclassified"
"OTU_14539","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","OM27","unclassified","unclassified"
"OTU_1005","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","OM27","unclassified","unclassified"
"OTU_13636","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","OM27","unclassified","unclassified"
"OTU_3610","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","OM27","unclassified","unclassified"
"OTU_2754","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","OM27","unclassified","unclassified"
"OTU_19617","Bacteria","Proteobacteria","Deltaproteobacteria","FAC87","unclassified","unclassified","unclassified"
"OTU_25685","Bacteria","Proteobacteria","Deltaproteobacteria","unclassified","unclassified","unclassified","unclassified"
"OTU_21394","Bacteria","Proteobacteria","Deltaproteobacteria","FAC87","unclassified","unclassified","unclassified"
"OTU_3670","Bacteria","Proteobacteria","Deltaproteobacteria","FAC87","unclassified","unclassified","unclassified"
"OTU_3755","Bacteria","Proteobacteria","Deltaproteobacteria","FAC87","unclassified","unclassified","unclassified"
"OTU_35460","Bacteria","Proteobacteria","Deltaproteobacteria","unclassified","unclassified","unclassified","unclassified"
"OTU_11540","Bacteria","Proteobacteria","Deltaproteobacteria","FAC87","unclassified","unclassified","unclassified"
"OTU_5150","Bacteria","Proteobacteria","Deltaproteobacteria","FAC87","unclassified","unclassified","unclassified"
"OTU_15632","Bacteria","Proteobacteria","Deltaproteobacteria","FAC87","unclassified","unclassified","unclassified"
"OTU_26567","Bacteria","Proteobacteria","Deltaproteobacteria","FAC87","unclassified","unclassified","unclassified"
"OTU_7825","Bacteria","Proteobacteria","Deltaproteobacteria","FAC87","unclassified","unclassified","unclassified"
"OTU_14776","Bacteria","Proteobacteria","Deltaproteobacteria","FAC87","unclassified","unclassified","unclassified"
"OTU_32475","Bacteria","Proteobacteria","Deltaproteobacteria","FAC87","unclassified","unclassified","unclassified"
"OTU_11655","Bacteria","Proteobacteria","Deltaproteobacteria","FAC87","unclassified","unclassified","unclassified"
"OTU_35359","Bacteria","Proteobacteria","Deltaproteobacteria","FAC87","unclassified","unclassified","unclassified"
"OTU_5215","Bacteria","Proteobacteria","Deltaproteobacteria","FAC87","unclassified","unclassified","unclassified"
"OTU_2950","Bacteria","Proteobacteria","Deltaproteobacteria","FAC87","unclassified","unclassified","unclassified"
"OTU_9577","Bacteria","Proteobacteria","Deltaproteobacteria","FAC87","unclassified","unclassified","unclassified"
"OTU_2940","Bacteria","Proteobacteria","Deltaproteobacteria","FAC87","unclassified","unclassified","unclassified"
"OTU_16446","Bacteria","Proteobacteria","Deltaproteobacteria","FAC87","unclassified","unclassified","unclassified"
"OTU_5705","Bacteria","Proteobacteria","Deltaproteobacteria","FAC87","unclassified","unclassified","unclassified"
"OTU_18246","Bacteria","Proteobacteria","Deltaproteobacteria","unclassified","unclassified","unclassified","unclassified"
"OTU_31023","Bacteria","Proteobacteria","unclassified","unclassified","unclassified","unclassified","unclassified"
"OTU_14771","Bacteria","Proteobacteria","unclassified","unclassified","unclassified","unclassified","unclassified"
"OTU_5368","Bacteria","Proteobacteria","unclassified","unclassified","unclassified","unclassified","unclassified"
"OTU_29234","Bacteria","Proteobacteria","unclassified","unclassified","unclassified","unclassified","unclassified"
"OTU_9066","Bacteria","Proteobacteria","unclassified","unclassified","unclassified","unclassified","unclassified"
"OTU_3898","Bacteria","Proteobacteria","unclassified","unclassified","unclassified","unclassified","unclassified"
"OTU_4281","Bacteria","Proteobacteria","unclassified","unclassified","unclassified","unclassified","unclassified"
"OTU_15301","Bacteria","Proteobacteria","unclassified","unclassified","unclassified","unclassified","unclassified"
"OTU_5589","Bacteria","Proteobacteria","Deltaproteobacteria","Sva0853","JTB36","unclassified","unclassified"
"OTU_1708","Bacteria","Proteobacteria","Deltaproteobacteria","Sva0853","S25_1238","unclassified","unclassified"
"OTU_2960","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","unclassified","unclassified"
"OTU_712","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","unclassified","unclassified"
"OTU_6083","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","unclassified","unclassified"
"OTU_31982","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","unclassified","unclassified"
"OTU_14552","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","unclassified","unclassified"
"OTU_753","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","unclassified","unclassified"
"OTU_1275","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","unclassified","unclassified"
"OTU_41048","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","unclassified","unclassified"
"OTU_3027","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","unclassified","unclassified"
"OTU_15413","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","unclassified","unclassified"
"OTU_4049","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","unclassified","unclassified"
"OTU_1819","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","unclassified","unclassified"
"OTU_2366","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","unclassified","unclassified"
"OTU_5821","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","unclassified","unclassified"
"OTU_3559","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","unclassified","unclassified"
"OTU_3414","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","unclassified","unclassified"
"OTU_9029","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Peredibacter","starrii"
"OTU_31125","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Peredibacter","starrii"
"OTU_1553","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","unclassified","unclassified"
"OTU_8206","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Peredibacter","starrii"
"OTU_2868","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Peredibacter","starrii"
"OTU_2426","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Peredibacter","starrii"
"OTU_11169","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Peredibacter","starrii"
"OTU_16197","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Peredibacter","starrii"
"OTU_12531","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Peredibacter","starrii"
"OTU_2979","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Peredibacter","starrii"
"OTU_21265","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Peredibacter","starrii"
"OTU_1213","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Peredibacter","starrii"
"OTU_31327","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Peredibacter","starrii"
"OTU_2919","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Peredibacter","starrii"
"OTU_2730","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Peredibacter","starrii"
"OTU_2755","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Peredibacter","starrii"
"OTU_22044","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Peredibacter","starrii"
"OTU_15994","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Peredibacter","starrii"
"OTU_12158","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Peredibacter","starrii"
"OTU_7488","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Peredibacter","starrii"
"OTU_2521","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Peredibacter","starrii"
"OTU_25550","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Peredibacter","starrii"
"OTU_1208","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Peredibacter","starrii"
"OTU_5278","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Peredibacter","starrii"
"OTU_1595","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Peredibacter","starrii"
"OTU_5413","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Peredibacter","starrii"
"OTU_11607","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Peredibacter","starrii"
"OTU_1122","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Peredibacter","starrii"
"OTU_2058","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Peredibacter","starrii"
"OTU_9279","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Peredibacter","starrii"
"OTU_2134","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Peredibacter","starrii"
"OTU_6729","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Peredibacter","starrii"
"OTU_33793","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Peredibacter","starrii"
"OTU_13513","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Peredibacter","starrii"
"OTU_853","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Peredibacter","starrii"
"OTU_1374","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Peredibacter","starrii"
"OTU_13834","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Peredibacter","starrii"
"OTU_7137","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Peredibacter","starrii"
"OTU_5551","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Peredibacter","starrii"
"OTU_17407","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Peredibacter","starrii"
"OTU_28783","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Peredibacter","starrii"
"OTU_36693","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Peredibacter","starrii"
"OTU_8602","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","unclassified","unclassified"
"OTU_29488","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","unclassified","unclassified"
"OTU_5148","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","unclassified","unclassified"
"OTU_7959","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","unclassified","unclassified"
"OTU_12023","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","unclassified","unclassified"
"OTU_4488","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Peredibacter","starrii"
"OTU_13912","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","unclassified","unclassified"
"OTU_5016","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","unclassified","unclassified"
"OTU_10029","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","unclassified","unclassified"
"OTU_28763","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","unclassified","unclassified"
"OTU_5617","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","unclassified","unclassified"
"OTU_4260","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","unclassified","unclassified"
"OTU_17518","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","unclassified","unclassified"
"OTU_2690","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","unclassified","unclassified"
"OTU_11451","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","unclassified","unclassified"
"OTU_4625","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Peredibacter","starrii"
"OTU_16022","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Peredibacter","starrii"
"OTU_28378","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Peredibacter","starrii"
"OTU_32043","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","unclassified","unclassified"
"OTU_3150","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Bacteriovorax","unclassified"
"OTU_6147","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Bacteriovorax","unclassified"
"OTU_4766","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Bacteriovorax","unclassified"
"OTU_5360","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","unclassified","unclassified"
"OTU_37783","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","unclassified","unclassified"
"OTU_8697","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","unclassified","unclassified"
"OTU_38387","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","unclassified","unclassified"
"OTU_13875","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","unclassified","unclassified"
"OTU_1434","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","unclassified","unclassified"
"OTU_12568","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","unclassified","unclassified"
"OTU_868","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","unclassified","unclassified"
"OTU_10056","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","unclassified","unclassified"
"OTU_34131","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","unclassified","unclassified"
"OTU_13455","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Bacteriovorax","unclassified"
"OTU_14173","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","unclassified","unclassified"
"OTU_5992","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","unclassified","unclassified"
"OTU_1016","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Bacteriovorax","unclassified"
"OTU_5689","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","unclassified","unclassified"
"OTU_9126","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Peredibacter","starrii"
"OTU_32500","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","unclassified","unclassified"
"OTU_12145","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","unclassified","unclassified"
"OTU_33425","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","unclassified","unclassified"
"OTU_16087","Bacteria","Proteobacteria","Deltaproteobacteria","unclassified","unclassified","unclassified","unclassified"
"OTU_39919","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","unclassified","unclassified"
"OTU_5649","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","unclassified","unclassified"
"OTU_14150","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","unclassified","unclassified"
"OTU_16998","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","unclassified","unclassified"
"OTU_7867","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","unclassified","unclassified"
"OTU_40127","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","unclassified","unclassified"
"OTU_6569","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","unclassified","unclassified"
"OTU_1187","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","unclassified","unclassified"
"OTU_1885","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","unclassified","unclassified"
"OTU_5763","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","unclassified","unclassified"
"OTU_3842","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","unclassified","unclassified"
"OTU_6273","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","unclassified","unclassified"
"OTU_2040","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","unclassified","unclassified"
"OTU_15296","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Bacteriovorax","unclassified"
"OTU_19604","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Bacteriovorax","unclassified"
"OTU_2181","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Bacteriovorax","unclassified"
"OTU_10462","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Bacteriovorax","unclassified"
"OTU_5752","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Bacteriovorax","unclassified"
"OTU_16519","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Bacteriovorax","unclassified"
"OTU_2111","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Bacteriovorax","unclassified"
"OTU_3805","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Bacteriovorax","unclassified"
"OTU_3896","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","unclassified","unclassified"
"OTU_27747","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","unclassified","unclassified"
"OTU_12972","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","unclassified","unclassified"
"OTU_3915","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","0319-6G20","unclassified","unclassified"
"OTU_8284","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","0319-6G20","unclassified","unclassified"
"OTU_7648","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","0319-6G20","unclassified","unclassified"
"OTU_9144","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","0319-6G20","unclassified","unclassified"
"OTU_3791","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","0319-6G20","unclassified","unclassified"
"OTU_14703","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","0319-6G20","unclassified","unclassified"
"OTU_2337","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","0319-6G20","unclassified","unclassified"
