"","OTU","Kingdom","Phylum","Class","Order","Family","Genus","Species","BBE","BBW","BRE","BRW","CBE","CBW","EUE","EUW","FRE","FRW","IJE","IJW","LOE","LOW","MAE","MAW","MME","MMW","POE","POW","RME","RMW","SCE","SCW","TXE","TXW","VIE","VIW"
"35","OTU_01160","Bacteria","Planctomycetes","Phycisphaerae","Phycisphaerales","Phycisphaeraceae",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36","OTU_01163","Bacteria","Proteobacteria","Deltaproteobacteria","unclassified","unclassified",NA,NA,0,0,0,0.02,0.07,0.02,0,0.04,0,0.02,0,0.01,0.01,0,0,0.03,0,0.05,0,0,0,0,0,0.01,0.01,0.01,0.01,0
"37","OTU_01169","Bacteria","Cyanobacteria","Oscillatoriophycideae","Chroococcales","Gomphosphaeriaceae",NA,NA,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0
"38","OTU_01178","Bacteria","ZB3","BS119","unclassified","unclassified",NA,NA,0,0,0,0,0,0,0,0,0,0.02,0,0.01,0,0.01,0,0.02,0,0.02,0,0,0,0,0,0.02,0,0,0,0
"40","OTU_01192","Bacteria","Acidobacteria","Acidobacteria-6","CCU21","unclassified",NA,NA,0.01,0,0,0,0,0,0,0.02,0,0,0,0,0.11,0,0,0.01,0,0,0.04,0,0,0,0,0,0,0,0,0
"42","OTU_01198","Bacteria","Chloroflexi","Anaerolineae","Caldilineales","Caldilineaceae",NA,NA,0,0,0,0,0.69,0,0,0,0,0,0.02,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0.02,0
"44","OTU_01207","Bacteria","Nitrospirae","Nitrospira","Nitrospirales","Thermodesulfovibrionaceae",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0.01,0,0,0,0
"46","OTU_01214","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Thermomonosporaceae",NA,NA,0,0.01,0,0,0,0,0.02,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"47","OTU_01216","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","unclassified",NA,NA,0,0,0.02,0,0,0.01,0.03,0,0.03,0,0,0,0.01,0.06,0,0.03,0,0.02,0.05,0.02,0,0,0,0,0.01,0,0.01,0
"51","OTU_01232","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Dermabacteraceae",NA,NA,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"53","OTU_01247","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Cryptosporangiaceae",NA,NA,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55","OTU_01249","Bacteria","GN02","GKS2-174","unclassified","unclassified",NA,NA,0,0,0,0.01,0,0.01,0,0.02,0,0.01,0,0,0,0.03,0,0.06,0,0,0,0,0,0,0,0.01,0,0.01,0,0.01
"56","OTU_01262","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobacteraceae",NA,NA,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.01,0,0,0.01,0
"57","OTU_01274","Bacteria","Firmicutes","Bacilli","Lactobacillales","unclassified",NA,NA,0,0,0,0,0.02,0,0,0,0,0.01,0.01,0.01,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0
"58","OTU_01277","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae",NA,NA,0,0,0,0.01,0,0,0.02,0.03,0.05,0,0.01,0,0,0,0,0.01,0,0,0.01,0,0,0,0,0,0,0,0,0
"60","OTU_01281","Bacteria","Acidobacteria","S035","unclassified","unclassified",NA,NA,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"61","OTU_01287","Bacteria","Verrucomicrobia","Pedosphaerae","Pedosphaerales","auto67_4W",NA,NA,0,0,0,0,0,0,0.02,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"62","OTU_01303","Bacteria","Thermi","Deinococci","Deinococcales","Trueperaceae",NA,NA,0,0.04,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"65","OTU_01339","Bacteria","Kazan-3B-28","unclassified","unclassified","unclassified",NA,NA,0,0,0,0,0,0,0,0.01,0,0.01,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0.01,0,0,0,0
"66","OTU_01344","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","unclassified",NA,NA,0,0,0.02,0,0,0,0,0.02,0.01,0,0,0.01,0.1,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0.01,0.02,0
"67","OTU_01347","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Chromatiaceae",NA,NA,3.16,0,43.01,0.02,0,0.04,0,0.11,0.01,0.05,0.12,0.05,1.17,0.02,0.21,0.01,0.02,0.79,2.54,0,15.94,0.02,0.1,0.14,0.87,0.02,0,0
"70","OTU_01352","Bacteria","OD1","SM2F11","unclassified","unclassified",NA,NA,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0.03,0,0.11,0,0,0,0,0,0,0,0.01,0,0,0,0
"72","OTU_01355","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae",NA,NA,0,0,0.02,0,0.09,0.01,0,0.01,0.08,0,0,0.01,0,0.01,0,0.02,0,0,0,0,0,0.02,0,0,0,0,0,0
"74","OTU_01358","Bacteria","Planctomycetes","Phycisphaerae","Phycisphaerales","unclassified",NA,NA,0,0.01,0.02,0.11,0,0.03,0,0.04,0,0,0,0.01,0,0.03,0,0,0.02,0.03,0.01,0,0,0,0,0.03,0,0.01,0,0
"75","OTU_01361","Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","unclassified",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0
"76","OTU_01377","Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","koll13",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0.04,0,0,0,0,0,0,0,0.01,0
"78","OTU_01386","Bacteria","TM6","SBRH58","unclassified","unclassified",NA,NA,0,0,0,0.01,0,0.02,0.01,0.05,0,0,0,0.01,0,0.01,0,0.02,0,0,0,0,0,0,0.02,0.02,0,0.01,0,0
"82","OTU_01402","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobulbaceae",NA,NA,0.01,0,0,0,0.69,0.01,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0.05,0
"85","OTU_01432","Bacteria","Tenericutes","Mollicutes","unclassified","unclassified",NA,NA,0,0,0,0,0,0,0,0,0,0.01,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"86","OTU_01436","Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae",NA,NA,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0.04,0,0.04,0,0,0.01,0,0,0,0.02,0.08,0,0,0,0
"87","OTU_01439","Bacteria","Firmicutes","Bacilli","Turicibacterales","Turicibacteraceae",NA,NA,0,0,0.04,0,0.02,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"88","OTU_01442","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Sanguibacteraceae",NA,NA,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"89","OTU_01460","Bacteria","Proteobacteria","Gammaproteobacteria","Marinicellales","Marinicellaceae",NA,NA,0,0,0,0,0.14,0.02,0,0,0,0,0,0,0,0,0,0.05,0,0,0.03,0,0,0,0.01,0,0.01,0,0.01,0
"96","OTU_01493","Bacteria","Proteobacteria","Gammaproteobacteria","34P16","unclassified",NA,NA,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"99","OTU_01496","Bacteria","Bacteroidetes","Rhodothermi","Rhodothermales","Rhodothermaceae",NA,NA,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0
"100","OTU_01502","Bacteria","Proteobacteria","Gammaproteobacteria","Methylococcales","unclassified",NA,NA,0,0,0.01,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"103","OTU_01522","Bacteria","WS6","SC72","unclassified","unclassified",NA,NA,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0.02,0,0,0,0.01
"105","OTU_01525","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae",NA,NA,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"107","OTU_01538","Bacteria","Chloroflexi","Anaerolineae","S0208","unclassified",NA,NA,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"108","OTU_01547","Bacteria","Acidobacteria","Solibacteres","Solibacterales","Bryobacteraceae",NA,NA,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0.01,0.07,0.01,0,0,0,0,0,0,0,0,0,0,0,0
"120","OTU_01630","Bacteria","Cyanobacteria","Synechococcophycideae","Pseudanabaenales","Pseudanabaenaceae",NA,NA,0,0,0.04,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0.01,0,0.02,0
"122","OTU_01633","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Desulfuromonadaceae",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0
"123","OTU_01635","Bacteria","Armatimonadetes","Armatimonadia","Armatimonadales","Armatimonadaceae",NA,NA,0,0,0.03,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"124","OTU_01654","Bacteria","OD1","ABY1","unclassified","unclassified",NA,NA,0,0,0,0.02,0,0.01,0,0.01,0,0.02,0,0.01,0,0.02,0,0.19,0,0,0,0,0,0,0,0.06,0,0.01,0,0.01
"126","OTU_01666","Bacteria","Gemmatimonadetes","Gemm-1","unclassified","unclassified",NA,NA,0,0.01,0,0,0,0,0,0.01,0,0,0.03,0,0,0,0.04,0.02,0,0,0.06,0.08,0,0,0,0,0,0,0,0
"127","OTU_01670","Bacteria","Proteobacteria","Betaproteobacteria","Hydrogenophilales","Hydrogenophilaceae",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0
"130","OTU_01681","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","OM27",NA,NA,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0.04,0.01,0,0,0,0,0,0,0.01,0
"131","OTU_01692","Bacteria","Chloroflexi","Anaerolineae","H39","unclassified",NA,NA,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0
"133","OTU_01705","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Brevibacteriaceae",NA,NA,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"134","OTU_01708","Bacteria","Proteobacteria","Deltaproteobacteria","Sva0853","S25_1238",NA,NA,0,0.04,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"135","OTU_01721","Bacteria","Proteobacteria","Deltaproteobacteria","Syntrophobacterales","Syntrophaceae",NA,NA,0,0,0,0.01,0.35,0,0.01,0,0,0,0,0,0.05,0,0.01,0.01,0,0,0,0,0,0,0,0.01,0,0,0,0
"141","OTU_01761","Bacteria","Verrucomicrobia","Pedosphaerae","Pedosphaerales","Ellin515",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"142","OTU_01766","Bacteria","Chlorobi","BSV26","VC38","unclassified",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0.04,0,0.01,0,0,0,0,0,0.01,0,0,0,0
"145","OTU_01789","Bacteria","Chloroflexi","Anaerolineae","SJA-15","unclassified",NA,NA,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"148","OTU_01795","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA,0,0,0.03,0,0.05,0,0,0.03,0.05,0.02,0,0.01,0,0.01,0.06,0.02,0,0,0,0,0,0,0,0.01,0,0.04,0,0
"149","OTU_01796","Bacteria","GN02","BB34","unclassified","unclassified",NA,NA,0,0,0,0,0,0.02,0,0.01,0,0,0,0,0,0.01,0,0.03,0,0,0,0,0,0,0,0.03,0,0,0,0
"152","OTU_01851","Bacteria","BRC1","PRR-11","unclassified","unclassified",NA,NA,0,0,0,0,0,0,0.01,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"155","OTU_01882","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Streptosporangiaceae",NA,NA,0,0,0,0,0,0.01,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"156","OTU_01883","Bacteria","Bacteroidetes","VC2_1_Bac22","unclassified","unclassified",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0
"158","OTU_01893","Bacteria","GN02","3BR-5F","unclassified","unclassified",NA,NA,0,0,0,0,0.02,0.01,0,0.06,0,0.01,0,0,0,0.01,0,0.03,0,0,0,0,0,0,0,0.01,0,0.02,0,0.01
"160","OTU_01937","Bacteria","Proteobacteria","Betaproteobacteria","SC-I-84","unclassified",NA,NA,0,0,0,0,0,0,0.02,0,0.12,0,0.04,0,0,0,0.24,0.01,0,0,0.02,0,0,0,0.01,0,0,0,0,0
"168","OTU_01999","Bacteria","Chloroflexi","Chloroflexi","Chloroflexales","FFCH7168",NA,NA,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"170","OTU_02024","Bacteria","Actinobacteria","OPB41","unclassified","unclassified",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.02,0,0,0,0,0,0,0,0.01,0,0,0,0
"173","OTU_02083","Bacteria","Firmicutes","Bacilli","Gemellales","Gemellaceae",NA,NA,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"176","OTU_02100","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","AK1AB1_02E",NA,NA,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0
"177","OTU_02103","Bacteria","Chloroflexi","Anaerolineae","pLW-97","unclassified",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"179","OTU_02125","Bacteria","Hyd24-12","WM88","unclassified","unclassified",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0
"180","OTU_02130","Bacteria","Proteobacteria","Betaproteobacteria","ASSO-13","unclassified",NA,NA,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"181","OTU_02139","Bacteria","Proteobacteria","Gammaproteobacteria","HOC36","unclassified",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"182","OTU_02141","Bacteria","Firmicutes","Bacilli","Bacillales","Listeriaceae",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"183","OTU_02144","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae",NA,NA,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0
"187","OTU_02156","Bacteria","Elusimicrobia","Elusimicrobia","Elusimicrobiales","unclassified",NA,NA,0,0,0,0,0.44,0,0,0.08,0,0.01,0,0.01,0,0.02,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0
"188","OTU_02160","Bacteria","WS5","unclassified","unclassified","unclassified",NA,NA,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0.02,0,0.01,0,0.02
"189","OTU_02168","Bacteria","Chlamydiae","Chlamydiia","Chlamydiales","Parachlamydiaceae",NA,NA,0,0,0.01,0.01,0,0.01,0.01,0.04,0,0,0,0,0,0,0,0.01,0,0,0.01,0,0,0,0,0.01,0,0,0,0
"191","OTU_02185","Bacteria","Chlamydiae","Chlamydiia","Chlamydiales","Simkaniaceae",NA,NA,0,0,0,0,0,0,0,0.03,0,0,0.01,0,0,0.02,0,0.01,0,0,0,0,0,0,0,0.01,0,0,0,0
"200","OTU_02259","Bacteria","Cyanobacteria","Chloroplast","Haptophyceae","unclassified",NA,NA,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0
"201","OTU_02263","Bacteria","Actinobacteria","Rubrobacteria","Rubrobacterales","Rubrobacteraceae",NA,NA,0,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"202","OTU_02265","Bacteria","Nitrospirae","Nitrospira","Nitrospirales","0319-6A21",NA,NA,0,0,0,0,0,0,0.01,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"203","OTU_02282","Bacteria","Verrucomicrobia","Pedosphaerae","Pedosphaerales","unclassified",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0
"205","OTU_02325","Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b",NA,NA,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"206","OTU_02328","Bacteria","Tenericutes","Mollicutes","Mycoplasmatales","Mycoplasmataceae",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0
"207","OTU_02335","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0
"208","OTU_02337","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","0319-6G20",NA,NA,0,0,0,0,0,0,0,0.02,0.01,0,0,0.01,0,0.03,0,0.01,0,0.01,0,0,0,0,0,0.01,0,0,0,0
"209","OTU_02349","Bacteria","Cyanobacteria","4C0d-2","SM1D11","unclassified",NA,NA,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0
"210","OTU_02351","Bacteria","WS6","unclassified","unclassified","unclassified",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0
"211","OTU_02363","Bacteria","Chloroflexi","TK17","unclassified","unclassified",NA,NA,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0.03,0,0.01,0,0,0,0,0,0,0,0.01,0,0,0,0
"212","OTU_02368","Bacteria","Chlamydiae","Chlamydiia","Chlamydiales","Rhabdochlamydiaceae",NA,NA,0,0,0,0,0,0.01,0,0.02,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0.03,0,0.01,0,0
"213","OTU_02373","Bacteria","Tenericutes","CK-1C4-19","unclassified","unclassified",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0
"214","OTU_02395","Bacteria","Firmicutes","Clostridia","Clostridiales","Tissierellaceae",NA,NA,0,0,0.01,0,0.05,0,0,0,0.07,0,0,0.01,0,0,0.01,0,0.01,0,0,0,0,0,0,0.01,0,0,0.01,0
"217","OTU_02410","Bacteria","Verrucomicrobia","Verruco-5","LD1-PB3","unclassified",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0
"218","OTU_02422","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","unclassified",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0.01,0,0,0,0.01,0,0,0,0
"219","OTU_02443","Bacteria","Verrucomicrobia","Pedosphaerae","Pedosphaerales","Pedosphaeraceae",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0
"220","OTU_02472","Bacteria","Chloroflexi","unclassified","unclassified","unclassified",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"221","OTU_02490","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","unclassified",NA,NA,0,0,0,0,0,0,0,0.06,0,0,0,0.01,0,0.01,0,0.02,0,0.01,0,0,0,0,0,0.01,0,0.03,0,0
"223","OTU_02511","Bacteria","OP11","WCHB1-64","d153","unclassified",NA,NA,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.01,0,0,0,0
"224","OTU_02563","Bacteria","Acidobacteria","Sva0725","Sva0725","unclassified",NA,NA,0,0,0,0,0.14,0,0,0.01,0,0,0,0,0,0,0.04,0,0,0,0.01,0,0,0,0,0,0,0,0,0
"225","OTU_02569","Bacteria","AD3","JG37-AG-4","unclassified","unclassified",NA,NA,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"226","OTU_02580","Bacteria","Cyanobacteria","4C0d-2","SM2F09","unclassified",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0,0.02,0,0,0,0,0,0,0,0,0,0
"230","OTU_02635","Bacteria","Acidobacteria","Acidobacteriia","Acidobacteriales","unclassified",NA,NA,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"233","OTU_02662","Bacteria","Verrucomicrobia","unclassified","unclassified","unclassified",NA,NA,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"234","OTU_02664","Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Succinivibrionaceae",NA,NA,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"237","OTU_02682","Bacteria","Proteobacteria","Betaproteobacteria","Gallionellales","Gallionellaceae",NA,NA,0,0,0,0,0,0,0,0.01,0,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0
"238","OTU_02683","Bacteria","Verrucomicrobia","Verruco-5","MSBL3","unclassified",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"239","OTU_02788","Bacteria","Spirochaetes","Spirochaetes","Spirochaetales","Spirochaetaceae",NA,NA,0,0,0.06,0.01,0,0.01,0,0.02,0,0.01,0.01,0.03,0.06,0.01,0,0.02,0,0,0,0,0,0,0,0.01,0,0,0,0
"241","OTU_02804","Bacteria","TM6","SJA-4","S1198","unclassified",NA,NA,0,0,0,0,0,0.01,0,0.03,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.01,0,0,0,0
"242","OTU_02808","Bacteria","Acidobacteria","BPC102","B110","unclassified",NA,NA,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"243","OTU_02822","Bacteria","TM6","F38","unclassified","unclassified",NA,NA,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"244","OTU_02836","Bacteria","Elusimicrobia","unclassified","unclassified","unclassified",NA,NA,0,0,0,0,0,0,0,0.01,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"245","OTU_02849","Bacteria","Planctomycetes","Planctomycetia","Gemmatales","Isosphaeraceae",NA,NA,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"247","OTU_02863","Bacteria","WS6","SC72","MAT-CR-H2-G03","unclassified",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0.01
"248","OTU_02869","Bacteria","Firmicutes","Clostridia","Clostridiales","Acidaminobacteraceae",NA,NA,0.01,0,0,0,0,0,0,0,0,0.01,0,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0
"250","OTU_02870","Bacteria","OP3","koll11","GIF10","kpj58rc",NA,NA,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"252","OTU_02907","Bacteria","WS6","SC72","A-2AF","unclassified",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0
"256","OTU_02913","Bacteria","Proteobacteria","Betaproteobacteria","MND1","unclassified",NA,NA,0,0.01,0,0,0.12,0,0,0.08,0,0,0,0,0,0.03,0,0.03,0,0.01,0,0.01,0,0,0,0.02,0,0,0,0
"259","OTU_02931","Bacteria","Elusimicrobia","Elusimicrobia","IIb","unclassified",NA,NA,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0.02,0,0,0,0
"261","OTU_02940","Bacteria","Proteobacteria","Deltaproteobacteria","FAC87","unclassified",NA,NA,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0.01,0,0,0,0
"262","OTU_02946","Bacteria","Proteobacteria","Deltaproteobacteria","NB1-j","unclassified",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"263","OTU_02956","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae",NA,NA,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"265","OTU_02971","Bacteria","Proteobacteria","Alphaproteobacteria","unclassified","unclassified",NA,NA,0.02,0.1,0.41,0.71,0.76,3.3,0.04,0.76,0,0.77,0,0.54,0.04,0.16,0.07,0.38,9.58,0.21,0.04,0.49,0.04,0.28,0.06,2.88,0.05,1.82,0.01,0.07
"268","OTU_02977","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Sporichthyaceae",NA,NA,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
