"","OTU","Kingdom","Phylum","Class","Order","Family","Genus","Species","BBE","BBW","BRE","BRW","CBE","CBW","EUE","EUW","FRE","FRW","IJE","IJW","LOE","LOW","MAE","MAW","MME","MMW","POE","POW","RME","RMW","SCE","SCW","TXE","TXW","VIE","VIW"
"320","OTU_00035","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","acIV",NA,NA,0,3.97,0,1.81,0,1.63,0,7.23,0.05,1.99,0.08,1.14,0,6.29,0,2.08,0,0.24,0.19,16.87,0,0.69,0.01,6.94,0.01,7.29,0,0
"377","OTU_00044","Bacteria","Actinobacteria","unclassified","unclassified","unclassified",NA,NA,0,6.34,0,4.19,0.69,3.38,0.03,3.38,0,0.63,0,0.27,0,5.41,0,0.99,0,0.37,0.06,1.81,0,0.04,0.03,4.41,0,2.53,0,0
"388","OTU_00046","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","betII",NA,NA,0,0.18,0,2.78,0,1.53,0.01,2.06,0.09,3.25,0.05,4.17,0,4.8,0.06,6.56,0,5.21,0,0.1,0,2.99,0,0.86,0,2.23,0,0
"394","OTU_00047","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","unclassified",NA,NA,0.04,40.68,0.1,2.58,1,10.93,0.02,0.56,1.11,5.61,0.01,5.12,0,2.61,0,7.28,0.17,4.66,0.03,3.89,0.1,11.85,0.01,3.83,0.01,2.26,0.02,12.58
"398","OTU_00049","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Pseudoalteromonadaceae",NA,NA,3.7,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0.26,0,0,0,0,0,0,0.05,0.01,0,0,0.01,0.02
"408","OTU_00051","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae",NA,NA,0.01,0,0.16,0.04,0.93,0.56,0.02,0.41,0.36,1.62,0.15,3.89,0.06,0.13,0.47,0.37,0.34,3.7,0.13,0.03,0.5,0.31,0.08,0.37,0.03,0.04,0.01,0
"411","OTU_00052","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae",NA,NA,0.63,0,4.49,0.01,0,0,0.05,0.02,0.09,0.01,13.51,0.03,0.09,0.01,1.63,0.04,3.56,0.01,1.69,0,2.55,0,0.03,0.02,0.01,0.01,0,0
"426","OTU_00055","Bacteria","Bacteroidetes","unclassified","unclassified","unclassified",NA,NA,0,0.02,0.76,0.53,0.19,1.75,1.32,0.43,0,3.24,0.17,1.9,2.76,0.95,1.05,1.45,0.21,0.77,0.1,0.25,0.75,1.85,0.56,1.41,5.64,1.08,0.03,0.59
"433","OTU_00056","Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Thiotrichaceae",NA,NA,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.12,0.01,0,0,0.03,0
"437","OTU_00057","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","acSTL",NA,NA,0,1.04,0.02,0.97,0.02,0.71,0.02,1.82,0,2.8,0,1.44,0,0.53,0,1.63,0,0.32,0,0.21,0,2.71,0,0.49,0,0.26,0,0
"444","OTU_00058","Bacteria","Chloroflexi","SL56","unclassified","unclassified",NA,NA,0,0.06,0,0.17,0,0.13,0,2.58,0,1.43,0,0.98,0,0.86,0.07,0.96,0,1.41,0,0.34,0,2.56,0,0.02,0,0.04,0,0
"450","OTU_00059","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae",NA,NA,0.14,0,1.97,0,0.58,0.03,0.05,0.01,0.19,0.02,1.03,0.09,2.74,0,0.79,0.01,3.21,0.47,2.22,0,0.93,0.01,0.45,0,2.28,0,1.41,0
"468","OTU_00061","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylobacteriaceae",NA,NA,0.02,0,0.14,0.02,0.65,0.16,0.01,0.87,0.48,0.01,0.04,0.02,0.12,0.01,0.15,4.12,0.15,0,0.64,0,0,0,0,0,0.01,0.01,0,0
"481","OTU_00066","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","alfIV",NA,NA,0,0.03,0.02,1.39,0,0.9,0,0.61,0,1.93,6.15,1.32,0,0.79,0.07,1.23,10.29,0.18,0,0.03,0.08,0.06,0.04,0.68,0,2.31,0,0
"486","OTU_00068","Bacteria","Proteobacteria","Betaproteobacteria","MWH-UniP1","unclassified",NA,NA,0.01,0.55,0,1,0.12,5.72,0,0.13,0,1.99,0,1.4,0,0.97,0,0.1,0,4.11,0,0.23,0,0.1,0,1.17,0.01,0.44,0,0
"491","OTU_00070","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae",NA,NA,0,0,0.02,0,0,0,0,0.01,0.03,0,0,0.01,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.01,0
"494","OTU_00071","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae",NA,NA,1.3,0,12.05,0.01,10.77,0.26,0.23,0.3,0,0.03,0.01,0.03,0.11,0,0.96,0.02,0,0.03,0.15,0,1.47,0.01,0.42,0.03,2.13,0.01,0.04,0
"506","OTU_00074","Bacteria","GN02","BD1-5","unclassified","unclassified",NA,NA,0.19,0,0.02,0,0.07,0.01,0.34,0.03,0,0.01,0.53,0.01,2,0.01,0.24,0.04,0.25,0,0.69,0,0.32,0.03,0.36,0.02,1.94,0.02,0.23,0.02
"511","OTU_00075","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Shewanellaceae",NA,NA,5.18,0,0.06,0,1.37,0,0,0.02,0.07,0,0.04,0.01,0.01,0,0.04,0,0.04,0.01,7.44,0,1.9,0,0.03,0.04,0.01,0.01,0.18,0
"513","OTU_00076","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae",NA,NA,0,0,0,0,0,0,0.05,0.01,0.16,0,4.44,0,2.51,0,13.6,0.01,2.64,0,0.01,0,0.02,0.02,0.35,0,0,0,0.05,0
"517","OTU_00077","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Luna1",NA,NA,0,2.01,0,0.48,0,0.13,0.01,1.47,0,1.43,0.08,1.71,0,0.12,0.06,0.81,0,1.18,0,0.01,0.01,1.66,0,0.05,0,0.75,0,0.03
"523","OTU_00079","Bacteria","Bacteroidetes","Sphingobacteria","Sphingobacteriales","bacI",NA,NA,0,0.01,0,4.21,0,0.74,0,0.73,0,2.23,0,0.74,0,2.37,0,2.35,0,0.13,0.01,0.14,0,0.1,0,0.18,0,4.03,0,0
"530","OTU_00082","Bacteria","Cyanobacteria","Chloroplast","Streptophyta","unclassified",NA,NA,0.06,0,0,0,0.09,0,0,0.01,0.23,0,0.17,0,0,0,0.07,0,0.01,0,0,0,0,0,0,0,0,0,0,0
"535","OTU_00084","Bacteria","Cyanobacteria","Chloroplast","Chlorophyta","unclassified",NA,NA,0,0.1,0.01,0,2.64,4.24,2.67,0.16,0.06,0,0.05,0,0.09,0,0,0,0.08,0.01,0.04,0.05,0,0,0.01,0.02,0.51,0.42,0,0
"539","OTU_00085","Bacteria","Proteobacteria","Betaproteobacteria","Methylophilales","Methylophilaceae",NA,NA,0.04,0.08,0.02,0.51,0.12,3.84,0.01,0.15,0,0.02,0,0.01,0.08,0.56,0.07,1.05,0,0.01,0.01,0.59,0.07,0.05,0.59,6.4,0.01,0.52,0.04,0.2
"548","OTU_00090","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Gordoniaceae",NA,NA,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0
"551","OTU_00091","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified",NA,NA,0,0,0.05,0,0,0,2.22,0.03,0.03,0,0,0.02,0.1,0,0,0,0,0,0,0,0,0,0.15,0.02,0.63,0.01,0,0
"10","OTU_00104","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae",NA,NA,0,0.01,0.06,0.1,0.02,0.15,0.01,1.52,3.29,0.19,0.67,0.14,0,0.09,0.37,0.33,0.18,0.42,0,0.02,0,0.23,1.57,0.68,0,0.89,0.02,0
"14","OTU_00106","Bacteria","Cyanobacteria","Chloroplast","Euglenozoa","unclassified",NA,NA,0,0,0,0,0,0,0,0,0.2,0,12.43,0,0,0,0,0,0.13,0,0,0,0.01,0,0.07,0,0.01,0,0,0
"15","OTU_00107","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","unclassified",NA,NA,0,0.08,0.62,1.76,0.39,0.52,0.52,1.48,0.16,1.36,0.03,1.46,0.1,2.51,0.52,1.43,0.43,1.39,0.05,0.29,1.21,6.32,0.01,0.08,0.03,0.52,0,0
"21","OTU_00110","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardiaceae",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0.01,0,0,0,0,0,0,0,0,0
"43","OTU_00120","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","HTCC2188",NA,NA,0,0.43,0,0.07,0,1.13,0,0.13,0,0.11,0,0.24,0,0.12,0,0.11,0,0.13,0,0.08,0,0,0,3.48,0,0.35,0,0.26
"45","OTU_00121","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Mycobacteriaceae",NA,NA,0,0.7,0,0.17,0.02,0.43,0,0.11,0.34,0.57,0.13,1.65,0,0.01,0,0.04,0.04,3.38,0.01,0.09,0.01,0,0.02,0.69,0.01,0.74,0.01,0.01
"48","OTU_00122","Bacteria","Proteobacteria","Alphaproteobacteria","alfVII","unclassified",NA,NA,0,0.28,0,1.54,0.35,0.49,0.03,0.99,0.24,0.02,0,0.01,0,0.14,0.18,0.11,0.04,0.04,0.02,0.09,0.01,0,0.01,0.07,0.02,0.1,0,0
"52","OTU_00124","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae",NA,NA,0,0.07,0.03,1.6,0.02,3.37,0,0.02,0,1.49,0,3.45,0.03,0.28,0,0.19,0,1.58,0.01,0.4,0.29,0,0.43,6.23,0.29,0.74,0.11,0.97
"59","OTU_00128","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae",NA,NA,0.05,0,0.18,0.01,0.44,0.11,1.72,1.46,0.09,0.02,0,0.01,0.08,0,1.72,0.07,0.08,0.06,1.62,0,1.69,0.02,0,0.01,0.58,0.02,0,0
"63","OTU_00132","Bacteria","Chlorobi","OPB56","unclassified","unclassified",NA,NA,0,0.33,0,4.14,0,0.05,0,0.02,0,0.03,0,0.03,0,0.11,0,0.11,0,0.01,0,0.01,0,0,0,0.14,0,0.28,0,0
"69","OTU_00135","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae",NA,NA,6.3,0,0,0,0.79,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0.01,0,0.05,0,0.03,0.01,0,0,0.84,0.01
"77","OTU_00138","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Pelagibacteraceae",NA,NA,0,0,0,0,0,4.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,4,0,0,0,0
"81","OTU_00140","Bacteria","Cyanobacteria","Synechococcophycideae","Synechococcales","Synechococcaceae",NA,NA,0.02,1.03,3.49,12.91,2.34,1.78,0.16,2.36,3.16,0.04,5.05,0.4,0.05,0.25,4.12,0.02,3.2,2.41,1,14.62,0,0,0,0.1,0.18,2.07,0.16,0
"83","OTU_00141","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","unclassified",NA,NA,0,0,0,0.02,0,0.03,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0.26,0,0,0,0.47,0.19
"91","OTU_00147","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","unclassified",NA,NA,0,0.01,0.37,0.96,0.67,0.02,0.02,0.33,0.24,0.03,0.11,0.09,0.12,0.05,0,0.2,0.18,0.13,0.01,0.05,0.02,0.5,0,0.13,0,0.02,0.01,0.02
"93","OTU_00148","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","ACK-M1",NA,NA,0,0.71,0,0.04,0,0.59,0,0.01,0,0.05,0,0.04,0,1.74,0,0.2,0,0.02,0,0.43,0,0.08,0,0.02,0,0,0,0
"95","OTU_00149","Bacteria","GN02","unclassified","unclassified","unclassified",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0
"109","OTU_00157","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","betIII",NA,NA,0.02,0.02,0,0.17,0,0.39,0,1.47,0,0.59,0,0.13,0,0.11,0,0.21,0,0,0,0.03,0,0,0,0.13,0,1.11,0,0.14
"111","OTU_00159","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae",NA,NA,0,0,0.03,0,0,0,0,0.03,0.01,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0.02,0,0,0,0
"115","OTU_00160","Bacteria","Cyanobacteria","Chloroplast","Chlorophyta","Trebouxiophyceae",NA,NA,0.01,0,0,0.08,0.19,0.05,0.18,1.67,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0.03,0.01,0.03,0.01,0,0
"116","OTU_00161","Bacteria","Proteobacteria","Alphaproteobacteria","alfVIII","unclassified",NA,NA,0,0,0.2,1.96,0,0.01,0,0,0.75,0.02,0.76,0.15,0,0.26,0,0.05,0.67,0.76,0,0,0,0,0,0.01,0,0,0,0
"117","OTU_00162","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","betVII",NA,NA,0.01,0.1,0.16,0.86,0,0.58,0.09,0.65,0,0.77,0.01,0.66,0.19,1.08,0.1,0.2,0.02,0.71,0.01,0.1,0,1.84,0,0.5,0,0.45,0,0
"119","OTU_00163","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","NS11-12",NA,NA,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0.84,0,0,0.06,1.31
"129","OTU_00168","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylocystaceae",NA,NA,0.01,0.02,0.02,0.41,0,0.09,0.03,0.48,0.02,0.29,0.04,0.11,0,0.4,0.28,0.05,0,0.04,0.09,0.16,0.01,0.23,0,0.01,0,0.29,0,0
"132","OTU_00170","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae",NA,NA,0.08,0,0.04,0,0.93,0,0.03,0.02,0.27,0,0.07,0,0.02,0,0.24,0,0,0.01,0.01,0,0,0,0.01,0.01,0,0,0,0
"137","OTU_00173","Bacteria","Gemmatimonadetes","Gemmatimonadetes","KD8-87","unclassified",NA,NA,0,0.47,0,0.1,0,0.19,0,0.01,0,0,0,0.01,0,2.15,0.01,0.11,0,0.05,0,0.33,0,0,0,0.31,0,0.04,0,0
"140","OTU_00176","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","unclassified",NA,NA,0,0,0,0,0,0,0,0.01,0,0,0,0.01,0,0,0,0.02,0,0,0,0,0.01,0,0,0,0,0.03,0,0
"146","OTU_00179","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae",NA,NA,0,0.08,0,0,0.23,0.38,0,0,0.05,0,0,0,0.04,0,0.47,0.01,0.04,0,0.22,0.03,0,0,0,4.31,0,0,0,0
"151","OTU_00185","Bacteria","SR1","unclassified","unclassified","unclassified",NA,NA,0,0,0,0.01,0,0,0,0.01,0,0.02,0.14,0.01,0,0,0,0.06,0.32,0,0,0,0.01,0.01,0.01,0.05,0.32,0.01,0,0.02
"157","OTU_00189","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","211ds20",NA,NA,0.01,0.1,0,0.08,0,0.4,0,0.12,0,0.16,0,0.04,0,1.46,0,0.04,0,0.14,0,0.12,0,0,0,0.2,0,0,0,0
"159","OTU_00191","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","bacV",NA,NA,0,0.01,0.03,0.44,0.07,0.17,0.01,0.18,0,0.44,0,0.17,0,0.06,0.07,0.06,0,0.02,0.01,0.03,0.02,0.06,0,0.04,0,0.34,0,0
"162","OTU_00194","Bacteria","Cyanobacteria","Oscillatoriophycideae","Chroococcales","unclassified",NA,NA,0,0,0,0,0,0,0,0,0.06,0,1.53,0,0,0,0.01,0,2.19,0,0,0,0,0,0,0,0,0,0,0
"164","OTU_00196","Bacteria","Verrucomicrobia","Opitutae","Cerasicoccales","Cerasicoccaceae",NA,NA,0,0.01,0.09,0.37,0,0.23,0.03,0.29,0,0.29,0.03,0.21,0.08,0.01,0.22,0.32,0,0,1.05,0.02,0,0.02,0,0.03,0,0.02,0,0
"166","OTU_00197","Bacteria","Cyanobacteria","Chloroplast","unclassified","unclassified",NA,NA,0,0,0,0.01,0.07,0.06,0.02,0.03,0,0.01,0.06,0,0,0,0.06,0,0.01,0,0,0.01,0,0,0,0.01,0.34,0.05,0,0
"171","OTU_00203","Bacteria","Bacteroidetes","Saprospirae","Saprospirales","Chitinophagaceae",NA,NA,0.03,0.02,0.03,2.73,0,0.51,0.01,0.47,0.05,0.51,0.45,0.68,0,1.73,0.1,0.1,0.43,1.02,0.57,0.26,0.07,0.01,0.01,0.08,0.06,0.34,0,0
"172","OTU_00204","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae",NA,NA,0.01,0,0,0,0.02,0,0,0.01,0.98,0,0.01,0,0,0,0.03,0,0,0,0.01,0,0,0,0,0,0.01,0,0.03,0
"175","OTU_00210","Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","OCS155",NA,NA,0,0.32,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,2.12,0,0,0,0
"178","OTU_00211","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Corynebacteriaceae",NA,NA,0,0,0.02,0,0.53,0,0.01,0,0.59,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0.02,0,0.01,0,0.02,0
"185","OTU_00215","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae",NA,NA,0,0,0.8,0.02,0.53,0.03,0.03,0.03,0.59,0.02,0.07,0.22,0.18,0.02,0.46,0,0.1,0.04,0.02,0,0,0,0.03,0.05,0.02,0.04,0.02,0
"190","OTU_00218","Bacteria","Proteobacteria","Gammaproteobacteria","LiUU-3-334","unclassified",NA,NA,0,0.02,0,1.12,0.05,0.09,0.01,0.03,0.01,0.02,0.19,0.15,0,0.73,0,0.03,0.02,0.61,0,0.15,0,0,0,0.04,0,0.02,0,0
"194","OTU_00221","Bacteria","unclassified","unclassified","unclassified","unclassified",NA,NA,0.01,0.12,0,0.13,1,0.49,0.01,0.36,0,0.2,0.14,0.17,0.01,0.11,0,0.49,0,0.21,0.13,0.09,0.01,0.08,0.01,0.36,0,0.12,0.01,0.1
"199","OTU_00223","Bacteria","Thermi","Deinococci","Deinococcales","Deinococcaceae",NA,NA,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,1.12,0,0,0,0,0
"204","OTU_00230","Bacteria","Planctomycetes","Planctomycetia","Gemmatales","Gemmataceae",NA,NA,0,0,0,0.03,0,0,0.02,0.65,0.02,0,0,0.01,0,0.05,0,0.01,0,0,0,0.01,0,0,0,0.02,0,0.17,0,0
"216","OTU_00241","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae",NA,NA,0,0.02,0.02,0.13,0,0.05,0,0.04,0,0.36,0,0,0,0.71,0.16,0.35,0.14,0,0,0.05,0,0,0,0.01,0,0,0,0
"227","OTU_00260","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae",NA,NA,0,0.01,0.14,0,0,0.41,0.02,0.12,0,0,0,0,0,0,0,0.12,0,0.01,0.02,0.01,0.18,0.02,0.01,0.21,0,0.02,0,1.3
"231","OTU_00264","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae",NA,NA,0,0,0.02,0,0,0,0.01,0.02,0.02,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0.01,0,0,0.02,0
"232","OTU_00266","Bacteria","Cyanobacteria","Chloroplast","Chlorophyta","Chlamydomonadaceae",NA,NA,0,0,0.05,0,1.37,0,0.03,0,1.87,0,0,0,0,0,0.13,0,0,0,0,0,0,0.12,0.03,0,0.69,0.02,0,0
"236","OTU_00268","Bacteria","Cyanobacteria","unclassified","unclassified","unclassified",NA,NA,0,0,0,0,0,1.28,0,0.04,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0
"246","OTU_00285","Bacteria","Verrucomicrobia","Spartobacteria","Spartobacteriales","Spartobacteriaceae",NA,NA,0,0.06,0.02,0.04,0,0.14,0,0.74,0,0.02,0,0.01,0,0.01,0.13,0.11,0,0,0.35,0.07,0,0,0,0.03,0,0.04,0,0
"249","OTU_00287","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae",NA,NA,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0
"253","OTU_00291","Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Rhodocyclaceae",NA,NA,0,0,0.36,0.73,0,0.11,0.03,0.4,0,0.04,0.13,0.06,0.28,0.12,0,0.11,0.02,0.08,0.01,0,0.01,0.01,0.01,0.08,0,0.06,0,0
"260","OTU_00294","Bacteria","Proteobacteria","Betaproteobacteria","betV","unclassified",NA,NA,0,0.07,0,0.01,0,0.03,0,0.03,0,0.03,0,0,0,0.6,0,0.07,0,0.01,0,0.01,0,0,0,0.02,0,0,0,0
"264","OTU_00296","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","unclassified",NA,NA,0.01,0.27,0,0.02,0,0.49,0,0.35,0,0.06,0.01,0.01,0.01,0.04,0.01,0.02,0,0,0.03,0.58,0,0,0,0.15,0,0.24,0.02,0.01
